             0_ECDF_0  0_ECDF_1  0_ECDF_2  0_ECDF_3  0_ECDF_4  0_ECDF_5  0_ECDF_6  0_ECDF_7  0_ECDF_8  0_ECDF_9  0_ECDF Percentile_0  0_ECDF Percentile_1  0_ECDF Percentile Count_0  0_ECDF Percentile Count_1  0_Histogram_0  0_Histogram_1  0_Histogram_2  0_Histogram_3  0_Histogram_4  0_Histogram_5  0_Histogram_6  0_Histogram_7  0_Histogram_8  0_Histogram_9  0_Interquartile range  0_Kurtosis    0_Max        0_Mean  0_Mean absolute deviation  0_Median  0_Median absolute deviation  0_Min  0_Root mean square  0_Skewness  0_Standard deviation    0_Variance
Sample_0     0.011111  0.022222  0.033333  0.044444  0.055556  0.066667  0.077778  0.088889       0.1  0.111111                  0.0              13024.0                       18.0                       72.0            0.0            0.0            0.0            0.0            0.0           34.0            0.0            0.0            0.0            0.0               12779.25   -1.814772  15196.0   7206.800000                5996.800000   10703.0                       3979.0    0.0         9523.353007   -0.159109           6225.454702  3.875629e+07
Sample_1     0.011111  0.022222  0.033333  0.044444  0.055556  0.066667  0.077778  0.088889       0.1  0.111111                  0.0               9659.0                       18.0                       72.0            0.0            0.0            0.0            0.0            0.0           30.0            0.0            0.0            0.0            0.0                9351.75   -1.749533  10751.0   5162.844444                4131.728395    7191.0                       3227.5    0.0         6753.790338   -0.156246           4354.161363  1.895872e+07
Sample_2     0.011111  0.022222  0.033333  0.044444  0.055556  0.066667  0.077778  0.088889       0.1  0.111111                  0.0               8363.0                       18.0                       72.0            0.0            0.0            0.0            0.0            0.0           30.0            0.0            0.0            0.0            0.0                8273.75   -1.767815   8745.0   4626.800000                3575.271111    6368.0                       2189.0    0.0         5960.780553   -0.269000           3758.141370  1.412363e+07
Sample_3     0.011111  0.022222  0.033333  0.044444  0.055556  0.066667  0.077778  0.088889       0.1  0.111111                  0.0              11783.0                       18.0                       72.0            0.0            0.0            0.0            0.0            0.0           30.0            0.0            0.0            0.0            0.0               11100.00   -1.445549  17636.0   6987.522222                5536.908642    9105.5                       6112.0    0.0         9234.692464    0.065404           6037.721267  3.645408e+07
Sample_4     0.011111  0.022222  0.033333  0.044444  0.055556  0.066667  0.077778  0.088889       0.1  0.111111                  0.0              13805.0                       18.0                       72.0            0.0            0.0            0.0            0.0            0.0           31.0            0.0            0.0            0.0            0.0               12624.75   -1.596289  18451.0   7890.566667                6346.271852   11218.0                       6326.5    0.0        10416.622861   -0.025687           6800.366866  4.624499e+07
Sample_5     0.011111  0.022222  0.033333  0.044444  0.055556  0.066667  0.077778  0.088889       0.1  0.111111                  0.0              13877.0                       18.0                       72.0            0.0            0.0            0.0            0.0            0.0           27.0            0.0            0.0            0.0            0.0               13692.00   -1.665411  17411.0   8174.355556                6134.033580   11619.0                       4266.0    0.0        10463.691928   -0.263355           6532.132883  4.266876e+07
Sample_6     0.011111  0.022222  0.033333  0.044444  0.055556  0.066667  0.077778  0.088889       0.1  0.111111                  0.0              17289.0                       18.0                       72.0            0.0            0.0            0.0            0.0            0.0           31.0            0.0            0.0            0.0            0.0               16625.75   -1.788676  18447.0   9187.544444                7413.528395   12543.0                       5542.0    0.0        12039.300819   -0.169884           7780.346476  6.053379e+07
Sample_7     0.011111  0.022222  0.033333  0.044444  0.055556  0.066667  0.077778  0.088889       0.1  0.111111                  0.0               8829.0                       18.0                       72.0            0.0            0.0            0.0            0.0            0.0           30.0            0.0            0.0            0.0            0.0                8503.50   -1.703302  10712.0   4871.366667                3797.281481    6809.5                       2891.0    0.0         6326.100938   -0.170271           4036.005436  1.628934e+07
Sample_8     0.011111  0.022222  0.033333  0.044444  0.055556  0.066667  0.077778  0.088889       0.1  0.111111                  0.0              12820.0                       18.0                       72.0            0.0            0.0            0.0            0.0            0.0           33.0            0.0            0.0            0.0            0.0               10746.00   -1.366316  18261.0   6793.433333                5850.702963    8471.5                       8091.0    0.0         9349.881678    0.255970           6424.138147  4.126955e+07
Sample_9     0.011111  0.022222  0.033333  0.044444  0.055556  0.066667  0.077778  0.088889       0.1  0.111111                  0.0              14752.0                       18.0                       72.0            0.0            0.0            0.0            0.0            0.0           31.0            0.0            0.0            0.0            0.0               14022.75   -1.504992  20559.0   8276.544444                6732.320247   10000.5                       7667.5    0.0        11042.883681    0.081370           7310.546631  5.344409e+07
